customer_tweet_id,customer_text,true_intent,predicted_intent,confidence,generated_reply,groundedness,correctness,relevance,completeness,tone,unsupported_claim,judge_reason,generation_failed,judge_failed,classifier_failed,retrieval_failed,failure_reason
258823,"@AmazonHelp Alright, doesn’t that mean I’m going to have to redownload all my music?  Cause that’s a lot of songs to download",digital_content,delivery_issue,0.238,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
173521,"@AmazonHelp My three year old loves Alexa. She asks her regularly to play music by saying, “Alexa play kid’s music.”  That worked fine for a while. Suddenly it now only plays kid’s movie songs. That’s not what she’s looking for and makes her upset.",digital_content,product_device_support,0.1966,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
789284,"@AmazonHelp Thank you. Need that 😀

Another question. What if I download the movie on Prime Video app and watch, will that be eligible?",digital_content,digital_content,0.2929,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2647226,"@AmazonHelp Thanks! Unfortunately it doesn't really help. The songs have definitely downloaded, but they're just not showing up in the 'offline' section of the Amazon Music app. Also, even though I set up the app to download to my SD card, they seem to have saved to internal storage...odd!!",digital_content,general_feedback_non_actionable,0.3339,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
996718,"@AmazonHelp Yeah, but that doesn’t help with me wanting to play music through my sonos speakers? Seems Alexa can’t play downloaded songs through sonos..",digital_content,digital_content,0.2584,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1872004,@AmazonHelp Being a prime member if you're giving such kind of service than its simply pathetic n what's the use of opting prime membership than???,general_feedback_non_actionable,account_prime_membership,0.3248,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
998047,@AmazonHelp Also Design a Kindle tablet with colour ink screen. I have huge expectations from Amazon. @115851,general_feedback_non_actionable,digital_content,0.2904,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2442410,"@AmazonHelp @700391 I think that the industry is sooo slow in making decisions, just look at the big movie companies, each wanting to hold on as long as possible, come on get tough like the music industry has done! Make it better for all the consumers",general_feedback_non_actionable,digital_content,0.1854,,,,,,,,,True,False,False,False,Reply generation failed after 3 attempts. Last error: The language model returned an empty response.
21970,@AmazonHelp Grata. Procuro parceria para divulgar pq meus leitores não tem costume de ler ebook. Se tem como anunciar os livros ou divulgar via Amazon,general_feedback_non_actionable,digital_content,0.3257,Sure! Here’s information about other business opportunities you can explore: https://t.co/ZdT0eTtsfR,,,,,,,,False,True,False,False,"Judge failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1206934,"@AmazonHelp Here's the ISBN for the ebook edition of Walkaway: 9780765392787 
Isn't that just amazing you could now search for that number on internet",general_feedback_non_actionable,digital_content,0.3329,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
182923,@AmazonHelp Any updates after 21hours? I want to cancel order. Let me know how to proceed. No cancellation action on the website,order_changes_cancellations,order_changes_cancellations,0.2337,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1631600,@AmazonHelp Can I cancel my order? I’d much rather go buy it at a store at this point,order_changes_cancellations,delivery_issue,0.3038,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
827558,@AmazonHelp I don't want to 'reach out' I want to cancel my order and my payment reimbursed asap! I've sent instruction via site. Awful service!,order_changes_cancellations,returns_refunds_replacements,0.2488,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1883454,@AmazonHelp I have tried all. I want to cancel my order.,order_changes_cancellations,delivery_issue,0.1616,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1533701,@AmazonHelp Its not i want to cancel my order and refund,order_changes_cancellations,delivery_issue,0.1699,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1324777,"@AmazonHelp Dispatched by Amazon, carrier just says Amazon Shipping. I'm happy to DM the order and tracking number.",order_status_tracking,delivery_issue,0.4709,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
519847,@AmazonHelp Need help Amazon item has been dispatched however account is on hold will anyone be able to help and updated carrier with the tracking number as he/she will know the order!,order_status_tracking,delivery_issue,0.5585,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
493489,"@AmazonHelp 5:27 pm ""package arrived at carrier facility obetz, Oh US""

UPS tracking number 1Z89AF000321128827",order_status_tracking,delivery_issue,0.3707,I’m sorry you’re still waiting. Could you share the most recent tracking update and the carrier for this delivery? You can find it here: https://t.co/Y5jpI9gRhE.,2,2,2,2,2,False,"The reply directly mirrors the historical response in Case 1, asking for the latest tracking update and carrier and providing the same link, fully grounded in the evidence.",False,False,False,False,
656160,@AmazonHelp Amazon logistics is the carrier. Do you want the tracking number so you can see whats wrong with the tracking information?,order_status_tracking,delivery_issue,0.3583,,,,,,,,,True,False,False,False,Reply generation failed after 3 attempts. Last error: The language model returned an empty response.
344370,"@AmazonHelp Carrier AMZL US
Tracking #TBA476322998000",order_status_tracking,delivery_issue,0.3212,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
765742,@AmazonHelp @115850 apparently that Amazon delivery person number belongs to some 'Chappal Wala' n when I take this issue up wid customer care they cancel my order reason (non payment) seriously ? It's COD order n non payment ?,payments_billing_promotions,delivery_issue,0.4393,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1096639,@AmazonHelp At lease amazon shuld implement instant discount neither cashback.if i compare with flipkart i am paying less amount at payment and less EMI,payments_billing_promotions,delivery_issue,0.164,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
835476,@AmazonHelp I don’t want it as amazon pay balance . Want it as cash or alternatively charge@my credit card for the full original amount,payments_billing_promotions,delivery_issue,0.1883,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
83370,"@AmazonHelp I had already called and talked. The guy said it is only available for HDFC bank, however you have mentioned that others banks are available too for the instant cashback in lieu of the interest charged for the EMI. I want to know how much instant discount will be offered?",payments_billing_promotions,product_seller_availability,0.1991,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2900990,"@AmazonHelp Thank You so much.
One more thing, is it an Instant Discount i.e. Customer needs to pay net amount after deduction of 1500
Or the CASHBACK will be credited to Amazon pay balance or refunded in bank account in later part of the year or so?",payments_billing_promotions,returns_refunds_replacements,0.1911,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2184922,@AmazonHelp Have attempted all troubleshooting procedures. WiFi proximity is not the issue. Buggy device across many apps. Should I upgrade to FireTV?,product_device_support,product_device_support,0.3535,,,,,,,,,True,False,False,False,Reply generation failed after 3 attempts. Last error: The language model returned an empty response.
86258,"@AmazonHelp MS, thanks, but Phillips Hue won't work in English in Germany. It'll ask you to switch the device language to German (and also crash in the process). Fire TV stick and Alexa will not even display a link option with both devices set to English while connected to a German account.",product_device_support,product_device_support,0.2118,"You can change the language for each Alexa device in the Alexa app:

1. Open the Alexa app and tap **Settings**.  
2. Select the device you want to adjust.  
3. Tap **Language** and choose the language you prefer.  

Repeat for each device.",,,,,,,,False,True,False,False,"Judge failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
765768,@AmazonHelp try connecting the echo device to a hot spot. For this you can use your phone or any other mobile device that has the option to share wifi connectivity. Remember that you would need to have an extra device to proceed with the set up on the Alexa app when you are using hot spot.,product_device_support,product_device_support,0.2865,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2033015,@AmazonHelp Can I setup my @115850 Echo device to work from two different iPhones in the house? #AmazonEcho #Alexa,product_device_support,product_device_support,0.2826,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1573543,@AmazonHelp Defeats the object of getting an Echo Plus!  And then you can’t delete that device from Alexa App and a useless bulb in hand. Terrible!!,product_device_support,general_feedback_non_actionable,0.2911,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2254516,"@AmazonHelp Apparently, third party seller. I should have know I was being scammed when it said it was shipping from China. 

You guys stole money from me a year and a half ago when 3rd party seller sold me counterfeit merchandise and your customer service lied to me, saying I’d be refunded.",product_seller_availability,general_feedback_non_actionable,0.1533,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2757408,"@AmazonHelp I can't believe that a replacement package can't just be shipped from the third-party seller. This is unacceptable, given how much it cost and how long I've already waited for it to be in stock.",product_seller_availability,delivery_issue,0.3952,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1676495,@AmazonHelp I pre order a game that's in stock now telling me I won't receive game till end of November due to it being out of stock,product_seller_availability,delivery_issue,0.5833,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1544194,"@AmazonHelp Order is booked only when product is in stock otherwise it shows out of stock 
Delay due to pincode is understandable when its been shipped",product_seller_availability,delivery_issue,0.3247,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1646279,"@AmazonHelp Today everybody have a computer &amp; a software which have capabilities to manage your stock which shows you what is in stock or out of stock, if you know that product is out of stock then y u listed that seller &amp;  y u waisted my time for more than till the date is 11days",product_seller_availability,delivery_issue,0.1629,I’m sorry you’ve experienced this inconvenience. Please let our support team look into it for you: https://t.co/rS49hgaADF. They’ll be able to help you,,,,,,,,False,True,False,False,"Judge failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
2084573,"@AmazonHelp First because of Amazon service failure the product was not delivered, after chasing 1 Year you people agreed to refund But at d time of refund I updated dat card is closed but still refunded in wrng card

Jst tell me is der a
ny cstmer mistake in case or dis is quality of Amazon",returns_refunds_replacements,delivery_issue,0.5521,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
425129,@AmazonHelp How much time do you people need. Be specific else return my money. Keep solving whatever the problem is. I need my money back. Why should I pay when the order was not delivered to me?,returns_refunds_replacements,delivery_issue,0.3778,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
1568726,@AmazonHelp I can't return the item because it was not delivered to me. I am not seeing a replace option.,returns_refunds_replacements,delivery_issue,0.5679,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
676127,"@AmazonHelp 1-Package held by courier company for a week then marked as damaged 
2-refund initiated after promising replacement
3-received a damaged product which was returned by another’s customer
4-replacement sent back to seller without delivery attempt citing customer refused
Many more..",returns_refunds_replacements,delivery_issue,0.4248,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
627693,@AmazonHelp Absolutely! I listed something in the wrong area. The customer of course got the wrong item. They asked for a refund I ok it with return. I go in this afternoon and see an a to z claim has been issued with no product being returned. I work hard.,returns_refunds_replacements,returns_refunds_replacements,0.3346,,,,,,,,,True,False,False,False,"Reply generation failed after 3 attempts. Last error: Error code: 402 - {'error': 'You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage.'}"
