customer_tweet_id,customer_text,amazon_reply,candidate_intent,verified_intent,keep_in_golden_set,label_notes
2402423,"@AmazonHelp Did that, spoke to your cc twice. For the delivered item (which was not delivered), they reordered the item. Basically now waiting for 8 days for a product. What’s the point of amazon prime","@691166 Apologies for the trouble regarding the delivery. We'd like to help, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MO",delivery_issue,delivery_issue,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
320658,"@AmazonHelp Even after purchase of Amazon Prime Service, Product was not delivered on time. The meaning of Prime Service? Order ID: 406-0347081-3617918",@192400 Certainly not what we'd want. Could you be more specific about your delivery related concerns? ^JC,delivery_issue,delivery_issue,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2084573,"@AmazonHelp First because of Amazon service failure the product was not delivered, after chasing 1 Year you people agreed to refund But at d time of refund I updated dat card is closed but still refunded in wrng card

Jst tell me is der a
ny cstmer mistake in case or dis is quality of Amazon","@616485 I understand you're upset. However, Amazon is liable to initiate the refund to the payment method used to place an order. 1/2 ^AP",delivery_issue,returns_refunds_replacements,yes,Audited primary-intent correction.
425129,@AmazonHelp How much time do you people need. Be specific else return my money. Keep solving whatever the problem is. I need my money back. Why should I pay when the order was not delivered to me?,@134321 We've emailed a correspondence to you. Kindly check it here: https://t.co/sC1mf2vwg9 and reply to it for further assistance. ^SF,delivery_issue,returns_refunds_replacements,yes,Audited primary-intent correction.
2962724,"@AmazonHelp I am a prime member, I selected one day shipping and the package was not delivered. I then was assured it would be delivered this morning (time sensitive package). It was not. Then I was assured it would be delivered before five.","@817529 I'm sorry for the poor experience. Without posting account details, will you please tell us more about what's going on? ^CO",delivery_issue,delivery_issue,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
801594,@AmazonHelp I asked why it was not delivered. Who has to take responsibility. It was a gift. Check the order (gift wrap) i was embarrassed. @1840,@272837 Sorry for the hassle. As it is returning we'll not be able to reinstate it. Please place a new order. ^HN,delivery_issue,delivery_issue,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1568726,@AmazonHelp I can't return the item because it was not delivered to me. I am not seeing a replace option.,"@483986 I'm sorry for the delivery trouble, Gretchen! You can view avail refund/replace options here: https://t.co/mO5TmcCP0Y ^SD",delivery_issue,returns_refunds_replacements,yes,Audited primary-intent correction.
1434083,@AmazonHelp I could have it redelivered but as I said it was not delivered again.The customer service was just poor which is never usually the case,@260145 I apologize for the poor experience. What were the options provided to you when you called? ^BA,delivery_issue,delivery_issue,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
643735,@AmazonHelp I fild d form like 1hr ago. No reply yet. I still didn't get the answer. Why exactly it was not delivered on 11th Oct @115851 @1840,@272837 We'd like to get this checked. Please share your details here: https://t.co/GIJyeY99fq &amp; I'll contact you soon. ^PS,delivery_issue,delivery_issue,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2372395,"@AmazonHelp I have contacted customer service multiple times about an order that is listed as delivered but has not arrived, I pay for prime which is guaranteed delivery, you have not delivered my items.  Being told you need to launch an investigation is your problem not mine","@684463 I'm very sorry for any difficulties you've experienced, Paul. We'd be happy to help in any way possible. Without disclosing your personal information. Will you tell us more about the issue you're experiencing? ^SK",delivery_issue,delivery_issue,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1324777,"@AmazonHelp Dispatched by Amazon, carrier just says Amazon Shipping. I'm happy to DM the order and tracking number.","@429135 I am very sorry to hear this Michelle. Was the order dispatched by Amazon or a Marketplace Seller, and with which carrier? ^TD",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
519847,@AmazonHelp Need help Amazon item has been dispatched however account is on hold will anyone be able to help and updated carrier with the tracking number as he/she will know the order!,@239971 Anytime! Please keep us updated. We want to ensure you're taken care of. ^RR,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
493489,"@AmazonHelp 5:27 pm ""package arrived at carrier facility obetz, Oh US""

UPS tracking number 1Z89AF000321128827",@232643 Oh no! Could you tell us the latest tracking update and the carrier for this delivery: https://t.co/Y5jpI9gRhE ^ML,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
656160,@AmazonHelp Amazon logistics is the carrier. Do you want the tracking number so you can see whats wrong with the tracking information?,@276098 Sorry to hear about the delay. Who is the carrier for the order? You should be able to find out on the order details page:  https://t.co/aaDyEz1VgE or in your dispatch email. ^MI,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
344370,"@AmazonHelp Carrier AMZL US
Tracking #TBA476322998000",@197844 I'm sorry for the delay! Who was the carrier for the order? You can check this here: https://t.co/Y5jpI9gRhE ^BH,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
548017,@AmazonHelp Carrier was USPS. Tracking ID 936128__credit_card__,"@247508 Thank you for contacting us, Becky! I am sorry this delivery attempt was unsuccessful. We are here to help! Just to clarify, could you confirm the carrier for delivery as shown here in your orders: https://t.co/Y5jpI9gRhE ^SC",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2663809,"@AmazonHelp Delivery By Amazon Shipping
Tracking ID Q67058195573
Spoke to Pariharishimi? on Friday pm live chat, was told had spoken to carrier and promised delivery before 9pm. Have sick cat waiting to go to vet!",@750630 I'm sorry for the trouble you've had with your order. Thank you for your patience. Can you let us know what the latest tracking is for your order and who the carrier is: https://t.co/aaDyEz1VgE? When you spoke with us what was discussed? We're here to help! ^EB,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
109815,@AmazonHelp Doesn't say who the carrier is...or at least I'm struggling to find it but I do have the tracking id which is Q22645230353,@140384 What does tracking say who the carrier is? You can find that under your orders here: https://t.co/aaDyEz1VgE ^MH,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2875682,@AmazonHelp I don't know where the carrier is or really what that is but I have the tracking number do you want me to dm it to you?,"@798327 I'm sorry for the poor experience. We strive to make sure delivery instructions are met. Without releasing account or order specific information, who was the carrier assigned to your order? You can check here: https://t.co/Y5jpI9gRhE ^JP",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2683573,"@AmazonHelp I don't know why the rep I talked to yesterday said it was out for delivery because when I go to tracking, I still see this as the latest update:

""Tracking ID TBA550923534000

Thursday, November 16

Package has left seller facility and is in transit to carrier""","@391737 I'm sorry you've not received your package yet. Would you tell us who the carrier is listed here: https://t.co/Y5jpI9gRhE? Does the carrier have any explanation on their tracking site to indicate the delay? Please let us know, we'd like to help where we can. ^KL",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
530856,@AmazonHelp I have a tracking number Q20877899094 but cannot find the carrier in my orders page.,@242951 What day were you advised to wait till? Can you confirm which carrier is handling your parcel?^BZ,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2149554,@AmazonHelp I know the carrier information. I used the tracking number provided. It was to be here by Oct 31. It's tracking end on 10/06.,@185999 I'm sorry about that! Please use this link to find the carrier information: https://t.co/RYDC8N2UNg ^AC,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1522534,"@AmazonHelp I only have tracking ID, not carrier info",@473129 I'm really sorry for the frustration. Can you please tell us who the carrier is for the order? We'd like to help! ^AJ,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1672279,"@AmazonHelp It arrived at Bristol about 7 hrs ago w/ tracking number. Bristol isn't far, if knew where the carrier facility was, I'd go and collect it. https://t.co/gNQMsUhlhK","@508968 I'm so sorry to hear this. We're you able to contact us about the late order? If so, we're we able to offer any options? ^LH",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2598386,"@AmazonHelp It has been happened twice..the carrier is UPS Tracking ID 1Z306AY10420387834
I live in Bangkok, I was supposed to get the package by yesterday but I still not got. Even this time","@735645 We are not able to see your account here, can you tell us who was the carrier? Did the same thing happen before with that same carrier? ^MA",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
660384,"@AmazonHelp It's not the carriers. The problem is that with 4 separate orders, I get a tracking number and a status that says it is awaiting hand-off to the carrier, and it never changes. Different origin warehouses, different carries, same result.",@277299 I'm very sorry for the recent experiences. Have you noticed a specific carrier that we're having issues getting your packages to? We'd be happy to assist in any way possible. ^SK,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1019615,"@AmazonHelp Oh shoot, apologies. I misread the last message. The carrier is Canada Post. Tracking number: __credit_card__","@314336 Thanks! To find the carrier, click Track Package next to the order: https://t.co/PyACxvY8Qo. It'll be near the tracking number. ^MB",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2850714,"@AmazonHelp Shipped with AMZL US
Tracking ID TBA568459693000
Sunday, November 26 
4:42 AM  Package arrived at a carrier facility Charlotte, US","@471736 I'm so sorry about this, Dean! We'd love to help! When you check the order, what is the status showing as? You can check here: https://t.co/Y5jpI9gRhE ^JY",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1665858,"@AmazonHelp So my order changed to dispatching now, then back to preparing to dispatch, but i have tracking information saying passed to carrier? #what","@507539 Hi, please get in touch if you've any issues. ^TS",order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1385688,"@AmazonHelp Thanks 4 the reply! By a seller, carrier  is Amazon Shipping. Do you want the tracking number?",@442455 Hello- Who is the carrier for your order? Was the item sold and fulfilled by Amazon or by a Seller on Amazon? ^NV,order_status_tracking,order_status_tracking,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
676127,"@AmazonHelp 1-Package held by courier company for a week then marked as damaged 
2-refund initiated after promising replacement
3-received a damaged product which was returned by another’s customer
4-replacement sent back to seller without delivery attempt citing customer refused
Many more..","@281284 Owing to security reasons, we can't access your account directly over Twitter. Please share information on your issue except order details. We will work on it, to make things right for you. ^CB",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
627693,@AmazonHelp Absolutely! I listed something in the wrong area. The customer of course got the wrong item. They asked for a refund I ok it with return. I go in this afternoon and see an a to z claim has been issued with no product being returned. I work hard.,"@268659 Oh no! I'm so sorry to hear this, Jodie! Without providing any personal and account information, will you give us more details? ^LH",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2945441,"@AmazonHelp After speaking with two reps, one rep said she would replace and refund. While the other just refunded","@813612 Sorry to hear that. When you spoke with us, were you advised of any refund or replacement options?^TI",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
575427,"@AmazonHelp Already done but of no use..i paid extra for next day delivery but now the replacement is scheduled to arrive by 9th Dec and no refund of the next day delivery charges..as per you executive, the product was delivered the next day (condition doesnt matter) so it wont be refunded!","@255396 That's strange! Sorry to see that condition in which you've received this order. We'd like to have this checked, may I know if you've reported this to our support team? ^EM",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1464237,@AmazonHelp And not ruin collectibles. It even says collectable on the box! I have requested a refund and return. I don't want a replacement in the,@459862 (2/2)Who was the carrier? Please submit your feedback on the packaging here: https://t.co/jB67EaWVtg ^KB,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
136226,@AmazonHelp And now its replacement has got lost at the courier and will cost me £23 to replace and I'm only being offered £15 refund! Might as well deal with ebay with this level of service!,@146697 We'd like to look into this situation and explore available options with you! Please contact us via phone or chat at the following link:  https://t.co/JzP7hlA23B ^MW,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1763218,@AmazonHelp Back on chat. You're now saying I can't have refund because the item I returned is 'materially different'. I haven't returned anything as you won't provide return address. You literally make no sense,@530477 I can see that this is currently being looked into. You will receive an update from the social media team soon. ^ES,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
476174,@AmazonHelp Faulty tv returned and received by you 15/11. 4 times. Verbal chat and 2 emails you have told me you will process a refund still awaiting and my account for item still says pending return of item. My last email to you was today.,"@228189 I'm sorry to hear of your negative experience. Without revealing any personal or account information, could you please let us know what's going on? ^RB",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2760845,"@AmazonHelp Hi, the #kindle is unreliable and has broken many times. I simply requested a refund or a replacement be sent to me in Vietnam so I can access my books. You were unable to help until I returned to the uk. It was bought under my husbands acc Matthew Lejk.",@130467 I'm sorry about the issues with your Kindle! Can you provide more details about the malfunction? What advice was provided during your previous contact? ^SH,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
612756,@AmazonHelp I didn't return anything as I didn't receive it! It said it was damaged on the way so it was returned.but I only got refund of one of the items. so where's the other one?,"@265729 Hi, did you return the items in separate boxes with a label on each box? ^JJ",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2387939,"@AmazonHelp I do not see an option to get a replacement, if I choose any of the options they all say ""return"" and print shipping label to get a refund, I don't want a refund I want a replacement https://t.co/quBvKEjkYj",@688077 What happens when you press on the link provided? ^PK,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
606200,"@AmazonHelp I found 2 of my items in a local shop! money is refunded, I didn't see the refund yet but I didn't get my presents! you are missing the point of ""buying via amazon prime""! you are losing the ""ball"" in this game, like ebay did! someone will replace you, too!","@176629 I'm sorry about these experiences! Have you contacted us about this before? If so, what insight were we able to provide? ^TR",returns_refunds_replacements,delivery_issue,yes,Audited primary-intent correction.
2463835,@AmazonHelp I ordered an item during your sale period ! The material ordered was not a fit ! I wanted to replace n ordered return but no one came for pick up and it got cancelled from your end.tried reaching your executive no response. Have ordered for refund but no reply,@705207 We regret the inconvenience. Could you please elaborate your concern. We'll get it sorted. ^SB,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
530024,"@AmazonHelp I ordered some items, sent them back, got a replacement, that too is also defective and now I'm out of pocket because I have to buy it elsewhere. I know a refund can't be issued until the item is returned but something for your failed service should be awarded. Apparently not.","@242739 Hi Vin, we would need some details on what's happened, without posting account sensitive info, in order to be able to help. ^TS",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1723367,"@AmazonHelp I returned one product, which was picked up by Amazon's representative on 20th October, but still no replacement/refund.",@521339 Could you please let us know about it so we can help you accordingly? (2/2)^SF,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
65716,@AmazonHelp I was advised exactly what I said - to return the item and I’d get refunded. That was it. Apparently not a full refund as there’s no option for ‘this was amazon’s mistake’.,"@131038 Hi RIkki, I'm sorry to hear about the issues. Have you had a chance to talk to us about this? If so, what were you advised?^PJ",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
529954,"@AmazonHelp I was asked if I wanted a refund or replacement, I chose replacement but received an email saying you can’t replace.",@242726 Thanks. Can I ask what refund or replacement options are available here: https://t.co/8UU1sywCso can I as ^TI,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
575951,@AmazonHelp I was asked to refund even the first time but I insisted on a replacement since the prices changed after the week I bought it. I asked for a replacement but they said you might again receive a refurbished model so advised to return instead.,@255520 Can I ask if we advised we would be issuing you with a replacement or a refund?^TI,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2832873,"@AmazonHelp I'm going in circles! this just brings me back to the 'return' option, and only lets me get a refund, not a replacement!","@788664 Terribly sorry about your defective item, Jules! Let's see what options are available in real time with you here: https://t.co/JzP7hlA23B ^JZ",returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
270305,@AmazonHelp I'm going to return it for a refund. I would like a replacement but there is no guarantee that I would get a puzzle with all of the pieces.,@180444 I'm so sorry! We'd like to look into our options with you. Please reach us here: https://t.co/hApLpMlfHN ^AG,returns_refunds_replacements,returns_refunds_replacements,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
182923,@AmazonHelp Any updates after 21hours? I want to cancel order. Let me know how to proceed. No cancellation action on the website,@158356 Thanks for confirming. We'll check and get back to you with an update soon. ^NR,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1631600,@AmazonHelp Can I cancel my order? I’d much rather go buy it at a store at this point,"@499339 I'm sorry for the delay! I understand how frustrating it can be have a late order. If the order hasn't arrived by November 28, please let us know: https://t.co/hApLpMlfHN ^LR",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
827558,@AmazonHelp I don't want to 'reach out' I want to cancel my order and my payment reimbursed asap! I've sent instruction via site. Awful service!,@317127 I'm sorry you haven't received that! Please reach out to us here: https://t.co/JzP7hlA23B for more assistance with this. ^TK,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1883454,@AmazonHelp I have tried all. I want to cancel my order.,@562062 Please get in touch with our dedicated team here: https://t.co/rS49hgaADF and we'll assist you further.^AR,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1533701,@AmazonHelp Its not i want to cancel my order and refund,"@475638 I'm sorry to hear this! Packages can arrive until 8pm. If you don't receive it within this time frame, please let us know. ^HC",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2793006,@AmazonHelp When I bought it it said arriving Wednesday. Had it say Friday I wouldn’t have purchased. Either make it appear when it said (Wed) or else I want to cancel my order.,"@541195 Truly sorry for the wait! The shipping method time starts when the item ships. For example, it will take up to two business days after an item ships to reach you with Two-Day Shipping. Let us know if it doesn't arrive on Friday by 8 P.M., we're here for you! ^JE",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
627876,"@AmazonHelp thanks , but i do not want to cancel order . Please do not cancel order",@268705 Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^BS,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
2953726,"@amazonhelp If it hasn’t shipped yet, can I cancel order or too late? (just asking about options, leaving for a trip soon)",@134128 I'm sorry for the wait! We aim to delivery by the date shown in checkout. It's not uncommon for orders to be shipped and delivered on the same day. Please let us know if this is missed. ^SJ,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
75885,"@AmazonHelp (2/2) received my order. I want to know if they are not willing to deliver then please give my refund and cancel my order, don't want to shop anymore.","@132991 If you have shared your details with us, you should find our correspondence here :  https://t.co/DTSNmGldJf. Do keep us posted for further support. ^CB",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1170079,"@AmazonHelp 1. I placed order on 8oct2017 #Amazon #lie not on 25oct2017
2. Why you cancel my order after 17days #Amazonscam https://t.co/6bQiZWkS9J","@383568 I understand your concern, Shadab. Please reply to the email you've received from us. I'll get back to you. ^HD",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
288309,"@AmazonHelp 1st deduction is made, then you send msg that payment refused by bank, then u ask to cancel order for refund processing. Its all schemed.",@184677 Sorry for the hassle Dilsher. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
827080,@AmazonHelp 24 more hours gone! No communication still! What's the point of your Diwali sale if u can't fulfill orders? I think I should cancel my order and order something from @118702 instead!,"@317016 I get your disappointment. If you have shared your details, our team will surely get back with an update. Request you to wait. ^NK",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1525096,@AmazonHelp 3days 5calls 2hours - Amazons only solution - cancel order as the courier says he can't find your address. It's 1 mile away from Amazon !!!,@473714 Oh no!  Let us look into this. Please contact vi phone or chat here: https://t.co/JzP7hlA23B ^DA,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
937369,"@AmazonHelp @115821 Plz cancel my order, apologize and accept in written tht U can't help in ths issue. 5 days, no solution, no response.",@342211 I'm sorry about the experience you've had. Click here: https://t.co/GIJyeYqKE0 and do the needful so we can find a fix. ^MP,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
180875,@AmazonHelp @115821 on call with your team. Trying to cancel order and prime membership. They are insisting to charge for late delivery too.,@158497 Please let us know if you are still facing issues while sharing your details using the link provided. We'll assist. ^GS,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1850980,"@AmazonHelp @115850 
My product is out for delivery from 48 hours
If tomorrow morning If I am not received my product I will cancel my order. 😣",@213988 I see that we've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
252846,"@AmazonHelp @115850 , I ws already in contact with them, but they couldnt help, afterall I had to cancel my order.. 😐😐 #WorstAmazon","@176088 Apologies, Praveen. Please connect with our support team using this link: https://t.co/vlvfJrlYEH and it'll be sorted. ^SK",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1890568,@AmazonHelp @115850 This is your best service . #Amazon #Fail Please cancel my Order. https://t.co/D3BUoEHVNw,"@384416 Also, please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AP",order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
765742,@AmazonHelp @115850 apparently that Amazon delivery person number belongs to some 'Chappal Wala' n when I take this issue up wid customer care they cancel my order reason (non payment) seriously ? It's COD order n non payment ?,"@303005 I'm sorry for the experience with the delivery. Please report it support team here: https://t.co/2t6DQoUmNZ, we'll look into it and help you out. Also, please don't provide your order tracking details, as we consider it to be personal information. ^AP",order_changes_cancellations,payments_billing_promotions,yes,Audited primary-intent correction.
2318666,@AmazonHelp @115851 @115850 Can you just cancel my order and process for refund?,@672123 I'm sorry for the hassle. Allow us to take a closer look at it. Please fill this form : https://t.co/beaaDm0muc and we’ll contact you soon. ^SS,order_changes_cancellations,order_changes_cancellations,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
1096639,@AmazonHelp At lease amazon shuld implement instant discount neither cashback.if i compare with flipkart i am paying less amount at payment and less EMI,@307769 Pricing and offers are decision of the sellers. The offers displayed on our website currently are the best we can offer. ^GK,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
835476,@AmazonHelp I don’t want it as amazon pay balance . Want it as cash or alternatively charge@my credit card for the full original amount,@217610 That's quite a comment. Could you elaborate the query? We'd like to help. ^VM,payments_billing_promotions,payments_billing_promotions,yes,Assistant-audited label based on the customer's primary issue; final independent human verification recommended.
